Id,SalePrice
1461,133819.0
1462,156918.0
1463,174917.0
1464,187044.0
1465,198007.0
1466,170450.0
1467,168698.0
1468,166281.0
1469,194090.0
1470,137663.0
1471,209693.0
1472,103206.0
1473,105461.0
1474,157034.0
1475,132393.0
1476,366020.0
1477,249311.0
1478,301405.0
1479,274168.0
1480,461210.0
1481,315927.0
1482,217683.0
1483,168318.0
1484,170392.0
1485,174466.0
1486,197555.0
1487,335512.0
1488,252156.0
1489,210975.0
1490,214494.0
1491,188767.0
1492,92995.0
1493,172289.0
1494,309159.0
1495,309209.0
1496,245559.0
1497,196022.0
1498,168023.0
1499,164026.0
1500,151398.0
1501,173262.0
1502,160809.0
1503,283035.0
1504,253260.0
1505,236950.0
1506,196593.0
1507,243180.0
1508,211988.0
1509,170897.0
1510,157925.0
1511,163046.0
1512,181200.0
1513,157809.0
1514,167496.0
1515,187589.0
1516,151902.0
1517,150377.0
1518,152072.0
1519,222184.0
1520,149796.0
1521,145594.0
1522,184980.0
1523,120106.0
1524,114385.0
1525,127270.0
1526,127605.0
1527,106801.0
1528,127403.0
1529,151035.0
1530,174502.0
1531,121614.0
1532,101038.0
1533,153686.0
1534,121371.0
1535,138734.0
1536,114044.0
1537,87768.0
1538,166429.0
1539,191973.0
1540,106089.0
1541,145114.0
1542,145141.0
1543,208715.0
1544,82796.0
1545,105950.0
1546,130011.0
1547,127052.0
1548,125109.0
1549,112937.0
1550,141335.0
1551,121458.0
1552,135492.0
1553,126198.0
1554,120328.0
1555,187441.0
1556,100601.0
1557,98100.0
1558,93218.0
1559,73256.0
1560,126528.0
1561,144043.0
1562,126113.0
1563,126227.0
1564,171457.0
1565,151371.0
1566,238558.0
1567,85252.0
1568,220322.0
1569,146612.0
1570,138059.0
1571,127581.0
1572,146926.0
1573,240130.0
1574,127053.0
1575,222767.0
1576,197749.0
1577,197886.0
1578,127159.0
1579,144421.0
1580,205705.0
1581,134490.0
1582,133865.0
1583,290780.0
1584,227900.0
1585,146669.0
1586,71530.0
1587,107870.0
1588,158176.0
1589,96713.0
1590,135615.0
1591,102985.0
1592,115225.0
1593,124542.0
1594,126459.0
1595,122950.0
1596,227553.0
1597,170510.0
1598,204509.0
1599,193850.0
1600,198395.0
1601,73186.0
1602,124920.0
1603,78161.0
1604,275291.0
1605,266822.0
1606,177909.0
1607,155511.0
1608,217660.0
1609,190785.0
1610,148152.0
1611,144661.0
1612,169132.0
1613,167205.0
1614,127467.0
1615,93601.0
1616,93382.0
1617,103083.0
1618,120682.0
1619,137867.0
1620,186292.0
1621,138022.0
1622,131536.0
1623,295340.0
1624,205506.0
1625,134045.0
1626,185007.0
1627,188898.0
1628,269123.0
1629,194104.0
1630,297628.0
1631,233263.0
1632,252561.0
1633,174581.0
1634,183317.0
1635,177022.0
1636,160661.0
1637,196509.0
1638,202305.0
1639,188631.0
1640,265608.0
1641,199721.0
1642,235544.0
1643,254227.0
1644,247173.0
1645,199739.0
1646,168427.0
1647,193038.0
1648,143050.0
1649,137888.0
1650,123628.0
1651,124540.0
1652,107706.0
1653,108736.0
1654,152795.0
1655,162568.0
1656,155119.0
1657,152529.0
1658,152767.0
1659,141736.0
1660,145792.0
1661,490836.0
1662,406851.0
1663,410774.0
1664,349105.0
1665,295935.0
1666,297125.0
1667,395443.0
1668,339116.0
1669,309033.0
1670,383684.0
1671,253282.0
1672,363563.0
1673,312135.0
1674,260129.0
1675,189116.0
1676,186807.0
1677,214529.0
1678,345917.0
1679,326211.0
1680,369836.0
1681,254428.0
1682,310804.0
1683,185000.0
1684,185472.0
1685,171936.0
1686,175533.0
1687,173878.0
1688,195948.0
1689,202688.0
1690,203173.0
1691,185881.0
1692,264684.0
1693,168063.0
1694,179217.0
1695,181901.0
1696,272056.0
1697,183637.0
1698,372839.0
1699,326514.0
1700,242293.0
1701,281276.0
1702,236636.0
1703,262533.0
1704,310263.0
1705,244829.0
1706,343982.0
1707,231888.0
1708,201144.0
1709,276255.0
1710,246384.0
1711,267299.0
1712,272646.0
1713,281049.0
1714,232771.0
1715,212412.0
1716,182805.0
1717,181300.0
1718,130733.0
1719,201298.0
1720,247906.0
1721,161548.0
1722,106723.0
1723,146593.0
1724,228116.0
1725,228665.0
1726,169753.0
1727,157659.0
1728,189979.0
1729,155224.0
1730,155442.0
1731,127953.0
1732,138226.0
1733,134482.0
1734,123350.0
1735,130831.0
1736,123600.0
1737,307776.0
1738,212385.0
1739,263169.0
1740,189920.0
1741,194364.0
1742,175459.0
1743,189421.0
1744,273059.0
1745,216759.0
1746,236137.0
1747,221534.0
1748,214671.0
1749,163539.0
1750,153160.0
1751,224037.0
1752,129292.0
1753,161607.0
1754,236857.0
1755,174995.0
1756,131878.0
1757,124409.0
1758,158964.0
1759,170183.0
1760,165342.0
1761,154273.0
1762,175960.0
1763,186677.0
1764,128578.0
1765,194391.0
1766,196081.0
1767,207134.0
1768,150442.0
1769,198920.0
1770,143322.0
1771,139924.0
1772,143239.0
1773,144769.0
1774,143543.0
1775,140622.0
1776,125169.0
1777,110719.0
1778,136122.0
1779,108581.0
1780,188205.0
1781,133031.0
1782,105955.0
1783,135397.0
1784,101672.0
1785,112963.0
1786,159705.0
1787,160269.0
1788,58243.0
1789,96690.0
1790,84664.0
1791,198205.0
1792,154745.0
1793,156364.0
1794,146932.0
1795,138112.0
1796,123665.0
1797,113363.0
1798,125258.0
1799,108416.0
1800,133997.0
1801,116721.0
1802,133601.0
1803,163392.0
1804,146400.0
1805,147237.0
1806,120101.0
1807,139739.0
1808,113931.0
1809,122522.0
1810,147283.0
1811,99701.0
1812,106916.0
1813,127371.0
1814,102467.0
1815,66051.0
1816,99023.0
1817,129912.0
1818,132806.0
1819,131990.0
1820,77874.0
1821,113220.0
1822,154777.0
1823,58861.0
1824,125518.0
1825,127891.0
1826,105863.0
1827,105877.0
1828,136072.0
1829,120639.0
1830,148180.0
1831,167779.0
1832,87931.0
1833,152808.0
1834,126596.0
1835,148225.0
1836,122636.0
1837,92130.0
1838,127692.0
1839,89441.0
1840,164894.0
1841,157125.0
1842,93954.0
1843,134871.0
1844,147225.0
1845,147331.0
1846,161612.0
1847,168058.0
1848,67758.0
1849,121255.0
1850,135166.0
1851,145000.0
1852,128210.0
1853,133895.0
1854,180197.0
1855,150293.0
1856,225450.0
1857,159326.0
1858,145729.0
1859,126184.0
1860,163654.0
1861,126248.0
1862,284377.0
1863,285345.0
1864,285345.0
1865,317441.0
1866,333594.0
1867,248222.0
1868,320824.0
1869,218396.0
1870,243490.0
1871,261507.0
1872,165840.0
1873,247077.0
1874,141819.0
1875,213795.0
1876,186967.0
1877,228454.0
1878,218296.0
1879,131457.0
1880,145134.0
1881,241813.0
1882,258595.0
1883,192750.0
1884,208750.0
1885,265875.0
1886,302253.0
1887,217035.0
1888,289741.0
1889,159832.0
1890,128775.0
1891,150171.0
1892,109451.0
1893,128181.0
1894,126346.0
1895,161653.0
1896,126221.0
1897,129218.0
1898,104671.0
1899,144542.0
1900,148651.0
1901,163233.0
1902,154921.0
1903,202662.0
1904,144484.0
1905,199309.0
1906,159454.0
1907,212755.0
1908,121190.0
1909,140059.0
1910,131731.0
1911,192497.0
1912,286023.0
1913,143941.0
1914,56115.0
1915,370314.0
1916,67507.0
1917,278504.0
1918,149245.0
1919,161864.0
1920,159455.0
1921,364955.0
1922,319831.0
1923,191809.0
1924,240322.0
1925,205263.0
1926,355815.0
1927,132751.0
1928,160815.0
1929,124935.0
1930,125699.0
1931,142858.0
1932,140040.0
1933,163054.0
1934,185816.0
1935,172475.0
1936,183624.0
1937,175408.0
1938,161038.0
1939,262561.0
1940,202034.0
1941,175284.0
1942,184241.0
1943,226787.0
1944,342260.0
1945,376356.0
1946,163250.0
1947,350129.0
1948,172834.0
1949,244467.0
1950,194569.0
1951,289629.0
1952,235681.0
1953,173490.0
1954,199988.0
1955,144422.0
1956,286362.0
1957,171941.0
1958,322602.0
1959,148844.0
1960,116757.0
1961,128532.0
1962,107961.0
1963,110269.0
1964,120587.0
1965,154774.0
1966,160973.0
1967,292826.0
1968,339860.0
1969,440147.0
1970,504594.0
1971,459181.0
1972,395155.0
1973,259302.0
1974,326103.0
1975,367632.0
1976,285333.0
1977,385886.0
1978,392466.0
1979,345235.0
1980,197708.0
1981,368980.0
1982,238406.0
1983,213539.0
1984,173097.0
1985,236882.0
1986,239321.0
1987,195017.0
1988,175417.0
1989,199299.0
1990,217520.0
1991,237616.0
1992,214948.0
1993,177408.0
1994,239809.0
1995,199704.0
1996,265693.0
1997,335514.0
1998,307402.0
1999,264261.0
2000,308917.0
2001,253642.0
2002,253387.0
2003,283572.0
2004,263908.0
2005,241538.0
2006,237142.0
2007,241567.0
2008,232551.0
2009,180830.0
2010,190829.0
2011,129024.0
2012,185434.0
2013,173498.0
2014,174967.0
2015,196201.0
2016,180303.0
2017,197369.0
2018,130933.0
2019,131306.0
2020,110668.0
2021,112864.0
2022,192518.0
2023,156613.0
2024,224447.0
2025,388575.0
2026,187151.0
2027,158633.0
2028,166911.0
2029,168054.0
2030,294257.0
2031,249247.0
2032,275323.0
2033,301706.0
2034,170257.0
2035,216350.0
2036,209066.0
2037,208472.0
2038,288367.0
2039,216312.0
2040,313773.0
2041,281471.0
2042,218236.0
2043,180536.0
2044,189369.0
2045,221943.0
2046,146613.0
2047,156588.0
2048,137175.0
2049,140349.0
2050,199410.0
2051,109769.0
2052,138527.0
2053,143752.0
2054,73995.0
2055,159074.0
2056,136728.0
2057,120234.0
2058,220487.0
2059,151907.0
2060,173467.0
2061,192356.0
2062,143502.0
2063,113653.0
2064,139694.0
2065,119171.0
2066,167945.0
2067,132031.0
2068,140421.0
2069,83081.0
2070,110056.0
2071,92414.0
2072,134046.0
2073,140208.0
2074,191274.0
2075,142289.0
2076,120293.0
2077,156977.0
2078,133928.0
2079,132005.0
2080,122689.0
2081,138029.0
2082,130138.0
2083,155136.0
2084,120181.0
2085,128126.0
2086,116945.0
2087,124151.0
2088,110800.0
2089,91341.0
2090,131306.0
2091,117650.0
2092,136264.0
2093,120165.0
2094,122499.0
2095,147726.0
2096,87948.0
2097,100954.0
2098,148441.0
2099,57060.0
2100,89781.0
2101,127678.0
2102,138741.0
2103,107244.0
2104,160564.0
2105,127907.0
2106,66493.0
2107,222683.0
2108,121953.0
2109,110860.0
2110,122608.0
2111,144781.0
2112,141596.0
2113,123900.0
2114,115802.0
2115,153682.0
2116,116672.0
2117,145515.0
2118,129403.0
2119,104840.0
2120,114205.0
2121,120039.0
2122,94438.0
